date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:36:05	49883/49883	---MCZ	200	added ('OK')	text/html	etag:W/%2220cde5ec3b021a536af01c9d6263d68e%22	https://phyzioline.vercel.app/client-dashboard/student-payments.html	D:/phyzioline%20static%20html/phyzioline.vercel.app/client-dashboard/student-payments.html	(from https://phyzioline.vercel.app/client-dashboard/student-dashboard.html)
10:36:06	52533/52533	---MCZ	200	added ('OK')	text/html	etag:W/%22474453a72f11692958ba099058a3e538%22	https://phyzioline.vercel.app/client-dashboard/student-profile.html	D:/phyzioline%20static%20html/phyzioline.vercel.app/client-dashboard/student-profile.html	(from https://phyzioline.vercel.app/client-dashboard/student-dashboard.html)
10:36:07	29860/29860	---MCZ	200	added ('OK')	text/html	etag:W/%2222a54bb600a4c07957f412c1f6f420f1%22	https://phyzioline.vercel.app/client-dashboard/student-notifications.html	D:/phyzioline%20static%20html/phyzioline.vercel.app/client-dashboard/student-notifications.html	(from https://phyzioline.vercel.app/client-dashboard/student-dashboard.html)
10:36:08	3739/3739	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2025%20Nov%202025%2008:36:07%20GMT	https://phyzioline.vercel.app/client-dashboard/index.html	D:/phyzioline%20static%20html/phyzioline.vercel.app/client-dashboard/index.c.delayed	(from https://phyzioline.vercel.app/client-dashboard/student-dashboard.html)
10:36:08	3739/3739	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2025%20Nov%202025%2008:36:08%20GMT	https://phyzioline.vercel.app/client-dashboard/login.html	D:/phyzioline%20static%20html/phyzioline.vercel.app/client-dashboard/login.d.delayed	(from https://phyzioline.vercel.app/client-dashboard/student-dashboard.html)
10:36:08	80421/80421	---MCZ	200	added ('OK')	application/javascript	etag:W/%2213a25-1yL6mYLaiqSN+IJRuxiX8Twds7k%22	https://cdn.jsdelivr.net/npm/bootstrap@5.3.0/dist/js/bootstrap.bundle.min.js	D:/phyzioline%20static%20html/cdn.jsdelivr.net/npm/bootstrap@5.3.0/dist/js/bootstrap.bundle.min.js	(from https://phyzioline.vercel.app/client-dashboard/student-dashboard.html)
10:36:10	87462/87462	---M-Z	200	added ('OK')	application/javascript	etag:W/%2228feccc0-155a6%22	https://code.jquery.com/jquery-3.7.0.min.js	D:/phyzioline%20static%20html/code.jquery.com/jquery-3.7.0.min.js	(from https://phyzioline.vercel.app/client-dashboard/student-dashboard.html)
10:36:11	26930/26930	---MCZ	200	added ('OK')	text/html	etag:W/%22361a5a53e1deaf2bc4338f8bc1fe0b0b%22	https://phyzioline.vercel.app/website/doctors.html	D:/phyzioline%20static%20html/phyzioline.vercel.app/website/doctors.html	(from https://phyzioline.vercel.app/website/index.html)
10:36:12	24460/24460	---MCZ	200	added ('OK')	text/html	etag:W/%22a1caf8a5bb624d1c6a954e27cd31aa01%22	https://phyzioline.vercel.app/website/jobs.html	D:/phyzioline%20static%20html/phyzioline.vercel.app/website/jobs.html	(from https://phyzioline.vercel.app/website/index.html)
10:36:13	24880/24880	---MCZ	200	added ('OK')	text/html	etag:W/%2290efae63599dc77f171df9ef714e2916%22	https://phyzioline.vercel.app/website/courses.html	D:/phyzioline%20static%20html/phyzioline.vercel.app/website/courses.html	(from https://phyzioline.vercel.app/website/index.html)
10:36:14	37966/37966	---MCZ	200	added ('OK')	text/html	etag:W/%22718bf45b1be24ae95395a2103395a5f8%22	https://phyzioline.vercel.app/website/products.html	D:/phyzioline%20static%20html/phyzioline.vercel.app/website/products.html	(from https://phyzioline.vercel.app/website/index.html)
10:36:15	19035/19035	---MCZ	200	added ('OK')	text/html	etag:W/%2252b379a0d5244bc9ef1d183be32c748e%22	https://phyzioline.vercel.app/website/about.html	D:/phyzioline%20static%20html/phyzioline.vercel.app/website/about.html	(from https://phyzioline.vercel.app/website/index.html)
10:36:16	25489/25489	---MCZ	200	added ('OK')	text/html	etag:W/%22c47db84f38efafc61b60bf7a76770f62%22	https://phyzioline.vercel.app/website/contact.html	D:/phyzioline%20static%20html/phyzioline.vercel.app/website/contact.html	(from https://phyzioline.vercel.app/website/index.html)
10:36:17	24795/24795	---MCZ	200	added ('OK')	text/html	etag:W/%225d067f05a8a8614a02e132961f861be9%22	https://phyzioline.vercel.app/website/shopping-cart.html	D:/phyzioline%20static%20html/phyzioline.vercel.app/website/shopping-cart.html	(from https://phyzioline.vercel.app/website/index.html)
10:36:18	38172/38172	---MCZ	200	added ('OK')	text/html	etag:W/%222cfd43da09366e75d90f9b16d327ec79%22	https://phyzioline.vercel.app/website/notification.html	D:/phyzioline%20static%20html/phyzioline.vercel.app/website/notification.html	(from https://phyzioline.vercel.app/website/index.html)
10:36:19	7096/7096	---MCZ	200	added ('OK')	text/html	etag:W/%220e4b96d87dc7c29b49922a103c8b86ec%22	https://phyzioline.vercel.app/website/login.html	D:/phyzioline%20static%20html/phyzioline.vercel.app/website/login.html	(from https://phyzioline.vercel.app/website/index.html)
10:36:20	501348/501348	---M--	200	added ('OK')	image/jpeg	etag:%22cd55e46812e83254b5792acb5703aaaf%22	https://phyzioline.vercel.app/assets/images/hero-consultation.jpg	D:/phyzioline%20static%20html/phyzioline.vercel.app/assets/images/hero-consultation.jpg	(from https://phyzioline.vercel.app/website/index.html)
10:36:20	37705/37705	---M--	200	added ('OK')	image/jpeg	etag:%227def15cbb78adc9e4cf9663dfd83096f%22	https://phyzioline.vercel.app/assets/images/doctor-patient.jpg	D:/phyzioline%20static%20html/phyzioline.vercel.app/assets/images/doctor-patient.jpg	(from https://phyzioline.vercel.app/website/index.html)
10:36:21	39103/39103	---M--	200	added ('OK')	image/jpeg	etag:%220c6242cc2af3a05a945a50be593e8de2%22	https://phyzioline.vercel.app/assets/images/virtual-consultation.jpg	D:/phyzioline%20static%20html/phyzioline.vercel.app/assets/images/virtual-consultation.jpg	(from https://phyzioline.vercel.app/website/index.html)
10:36:22	25659/25659	---MCZ	200	added ('OK')	text/html	etag:W/%225d942917ec5e5325ed40541603c92df0%22	https://phyzioline.vercel.app/website/register.html	D:/phyzioline%20static%20html/phyzioline.vercel.app/website/register.html	(from https://phyzioline.vercel.app/website/index.html)
10:36:23	3739/3739	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2025%20Nov%202025%2008:36:22%20GMT	https://phyzioline.vercel.app/website/order-tracking.html	D:/phyzioline%20static%20html/phyzioline.vercel.app/website/order-tracking.1d.delayed	(from https://phyzioline.vercel.app/website/index.html)
10:36:24	31105/31105	---MCZ	200	added ('OK')	text/html	etag:W/%22fe96f0b0820880a01fa4c99ed1e8974d%22	https://phyzioline.vercel.app/website/faq.html	D:/phyzioline%20static%20html/phyzioline.vercel.app/website/faq.html	(from https://phyzioline.vercel.app/website/index.html)
10:36:25	38968/38968	---MCZ	200	added ('OK')	text/html	etag:W/%22765e98ebb7e8b320603dabd08247c651%22	https://phyzioline.vercel.app/website/profile.html	D:/phyzioline%20static%20html/phyzioline.vercel.app/website/profile.html	(from https://phyzioline.vercel.app/website/index.html)
10:36:26	20340/20340	---MCZ	200	added ('OK')	application/javascript	etag:W/%222b57863aef127c30252a89d56a303601%22	https://phyzioline.vercel.app/assets/js/main.js	D:/phyzioline%20static%20html/phyzioline.vercel.app/assets/js/main.js	(from https://phyzioline.vercel.app/website/index.html)
10:36:27	373/373	---M--	200	added ('OK')	application/javascript	etag:%2200335ab165fbe240e64a381e100bd944%22	https://phyzioline.vercel.app/assets/js/fixed_header.js	D:/phyzioline%20static%20html/phyzioline.vercel.app/assets/js/fixed_header.js	(from https://phyzioline.vercel.app/website/index.html)
10:36:29	129742/129742	---M--	200	added ('OK')	image/jpeg	etag:%22287a710064c03eda35f1e38457b38218%22	https://phyzioline.vercel.app/assets/images/medical-education.jpg	D:/phyzioline%20static%20html/phyzioline.vercel.app/assets/images/medical-education.jpg	(from https://phyzioline.vercel.app/website/doctors.html)
10:36:29	3739/3739	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2025%20Nov%202025%2008:36:29%20GMT	https://phyzioline.vercel.app/assets/images/job-nurse.jpg	D:/phyzioline%20static%20html/phyzioline.vercel.app/assets/images/job-nurse.23.delayed	(from https://phyzioline.vercel.app/website/jobs.html)
10:36:31	16766/16766	---MCZ	200	added ('OK')	text/html	etag:W/%22678ce1f4ddd8c915f2490aa14f4809b9%22	https://phyzioline.vercel.app/website/job-details.html	D:/phyzioline%20static%20html/phyzioline.vercel.app/website/job-details.html	(from https://phyzioline.vercel.app/website/jobs.html)
10:36:32	14792/14792	---MCZ	200	added ('OK')	text/html	etag:W/%222f247d842a1f6978c8d6549c09b6c5d6%22	https://phyzioline.vercel.app/website/apply-job.html	D:/phyzioline%20static%20html/phyzioline.vercel.app/website/apply-job.html	(from https://phyzioline.vercel.app/website/jobs.html)
10:36:34	3739/3739	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2025%20Nov%202025%2008:36:32%20GMT	https://phyzioline.vercel.app/assets/images/job-doctor.jpg	D:/phyzioline%20static%20html/phyzioline.vercel.app/assets/images/job-doctor.26.delayed	(from https://phyzioline.vercel.app/website/jobs.html)
10:36:35	3739/3739	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2025%20Nov%202025%2008:36:34%20GMT	https://phyzioline.vercel.app/assets/images/job-admin.jpg	D:/phyzioline%20static%20html/phyzioline.vercel.app/assets/images/job-admin.27.delayed	(from https://phyzioline.vercel.app/website/jobs.html)
10:36:36	3739/3739	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2025%20Nov%202025%2008:36:35%20GMT	https://phyzioline.vercel.app/assets/images/job-tech.jpg	D:/phyzioline%20static%20html/phyzioline.vercel.app/assets/images/job-tech.28.delayed	(from https://phyzioline.vercel.app/website/jobs.html)
10:36:38	3739/3739	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2025%20Nov%202025%2008:36:38%20GMT	https://phyzioline.vercel.app/assets/images/course-cardiology.jpg	D:/phyzioline%20static%20html/phyzioline.vercel.app/assets/images/course-cardiology.29.delayed	(from https://phyzioline.vercel.app/website/courses.html)
10:36:40	15537/15537	---MCZ	200	added ('OK')	text/html	etag:W/%22251b8b4ca0d4207072b8af60cb5676a7%22	https://phyzioline.vercel.app/website/course-details.html	D:/phyzioline%20static%20html/phyzioline.vercel.app/website/course-details.html	(from https://phyzioline.vercel.app/website/courses.html)
10:36:41	13461/13461	---MCZ	200	added ('OK')	text/html	etag:W/%2268d2d2eb62512bd3baa5ba41de23e07b%22	https://phyzioline.vercel.app/website/enroll-course.html	D:/phyzioline%20static%20html/phyzioline.vercel.app/website/enroll-course.html	(from https://phyzioline.vercel.app/website/courses.html)
10:36:42	3739/3739	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2025%20Nov%202025%2008:36:41%20GMT	https://phyzioline.vercel.app/assets/images/course-nursing.jpg	D:/phyzioline%20static%20html/phyzioline.vercel.app/assets/images/course-nursing.2c.delayed	(from https://phyzioline.vercel.app/website/courses.html)
10:36:43	3739/3739	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2025%20Nov%202025%2008:36:42%20GMT	https://phyzioline.vercel.app/assets/images/course-surgery.jpg	D:/phyzioline%20static%20html/phyzioline.vercel.app/assets/images/course-surgery.2d.delayed	(from https://phyzioline.vercel.app/website/courses.html)
10:36:44	3739/3739	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2025%20Nov%202025%2008:36:43%20GMT	https://phyzioline.vercel.app/assets/images/course-pediatrics.jpg	D:/phyzioline%20static%20html/phyzioline.vercel.app/assets/images/course-pediatrics.2e.delayed	(from https://phyzioline.vercel.app/website/courses.html)
10:36:45	3739/3739	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2025%20Nov%202025%2008:36:44%20GMT	https://phyzioline.vercel.app/assets/images/medical-equipment-hero.jpg	D:/phyzioline%20static%20html/phyzioline.vercel.app/assets/images/medical-equipment-hero.2f.delayed	(from https://phyzioline.vercel.app/website/products.html)
10:36:46	29181/29181	---MCZ	200	added ('OK')	text/html	etag:W/%2216763db4bea4c3f744f92dacb8790dd3%22	https://phyzioline.vercel.app/website/checkout.html	D:/phyzioline%20static%20html/phyzioline.vercel.app/website/checkout.html	(from https://phyzioline.vercel.app/website/shopping-cart.html)
10:36:47	32923/32923	---MCZ	200	added ('OK')	text/html	etag:W/%22d7c9d532416a68391becc85e2ef9efee%22	https://phyzioline.vercel.app/website/payment.html	D:/phyzioline%20static%20html/phyzioline.vercel.app/website/payment.html	(from https://phyzioline.vercel.app/website/notification.html)
10:36:48	13728/13728	---MCZ	200	added ('OK')	text/html	etag:W/%2278f21a7bcc4195813e68330c09045d6b%22	https://phyzioline.vercel.app/website/company-profile.html	D:/phyzioline%20static%20html/phyzioline.vercel.app/website/company-profile.html	(from https://phyzioline.vercel.app/website/job-details.html)
10:36:49	3739/3739	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2025%20Nov%202025%2008:36:48%20GMT	https://phyzioline.vercel.app/assets/images/doctor-profile-michael.jpg	D:/phyzioline%20static%20html/phyzioline.vercel.app/assets/images/doctor-profile-michael.33.delayed	(from https://phyzioline.vercel.app/website/course-details.html)
10:36:50	3739/3739	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2025%20Nov%202025%2008:36:49%20GMT	https://phyzioline.vercel.app/website/doctor-profile.html	D:/phyzioline%20static%20html/phyzioline.vercel.app/website/doctor-profile.34.delayed	(from https://phyzioline.vercel.app/website/course-details.html)
10:36:52	20437/20437	---MCZ	200	added ('OK')	text/html	etag:W/%22566c0e2007816f9d127f17a7c7103bcc%22	https://phyzioline.vercel.app/website/order-confirmation.html	D:/phyzioline%20static%20html/phyzioline.vercel.app/website/order-confirmation.html	(from https://phyzioline.vercel.app/website/checkout.html)
